PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,POBLACION,DISTANCIA
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA CORONEL JOSE M. ZAPIOLA,0,1366,0,2110,36,0,0,0,22369,14.27
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL EUGENIO NECOCHEA,0,3092,0,2681,107,0,0,0,29982,15.97
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL JOSE TOMAS GUIDO,0,1280,0,2415,68,0,0,0,18828,13.44
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL JUAN G. LAS HERAS,0,593,0,1145,24,0,0,0,11866,12.25
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GODOY CRUZ,0,693,0,1293,30,0,0,0,6116,14.43
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GRANADEROS DE SAN MARTÍN,0,1100,0,2459,37,0,0,382,21113,10.05
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GREGORIA MATORRAS,0,1020,0,2241,54,0,0,0,16376,12.26
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,177,3479,0,723,16,0,0,2210,16173,15.43
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JUAN MARTÍN DE PUEYRREDON,0,1107,0,2705,38,0,0,0,18082,14.28
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LIBERTAD,0,1133,0,2508,47,0,0,0,14404,12.86
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LYNCH,26,2466,2,13,17,0,0,0,4097,9.42
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA MAIPU,0,1638,0,3179,72,0,0,545,25120,9.37
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE PRES FIGUEROA ALCORTA,0,207,0,356,7,0,0,0,3762,10.29
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE SAN LORENZO,0,190,0,407,39,0,0,0,4567,10.27
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA SAN ANDRÉS,44,5904,0,1249,35,0,0,586,10018,11.24
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA YAPEYÚ,0,265,0,540,13,0,0,0,3654,11.6
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD JARDIN EL LIBERTADOR,0,5,0,0,0,0,0,0,63479,16.28
BUENOS AIRES,GENERAL VIAMONTE,BAIGORRITA,562,0,0,0,0,0,0,61,1848,235.51
BUENOS AIRES,GENERAL VIAMONTE,LOS TOLDOS,214,0,1,4453,0,0,0,47,14496,243.53
BUENOS AIRES,GENERAL VIAMONTE,ZAVALÍA,0,0,0,0,0,0,0,31,327,238.61
BUENOS AIRES,GENERAL VILLEGAS,BANDERALÓ,0,0,0,0,250,1,0,0,1339,454.72
BUENOS AIRES,GENERAL VILLEGAS,CAÑADA SECA,0,0,0,0,200,0,0,0,718,416.33
BUENOS AIRES,GENERAL VILLEGAS,CORONEL CHARLONE,317,0,0,60,0,1,0,0,1348,453.01
BUENOS AIRES,GENERAL VILLEGAS,EMILIO V. BUNGE,0,0,0,0,0,1,0,0,1986,437.06
BUENOS AIRES,GENERAL VILLEGAS,PIEDRITAS,368,0,0,189,0,1,0,58,2160,417.73
BUENOS AIRES,GENERAL VILLEGAS,SANTA REGINA,0,136,0,0,0,0,0,0,554,434.99
BUENOS AIRES,GUAMINÍ,CASBAS,0,0,1,0,1,0,0,128,4450,441.26
BUENOS AIRES,GUAMINÍ,GUAMINÍ,0,0,0,75,11,0,0,351,2845,450.78
BUENOS AIRES,GUAMINÍ,ARROYO VENADO,0,0,0,0,0,0,0,39,56,464.43
BUENOS AIRES,GUAMINÍ,GARRÉ,0,0,0,288,0,0,0,0,1036,437.45
BUENOS AIRES,HIPÓLITO YRIGOYEN,HENDERSON,79,0,1,0,0,0,0,810,8645,354.84
BUENOS AIRES,HURLINGHAM,HURLINGHAM,297,16102,56,17795,365,1,0,499,63307,19.64
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,15,7503,27,13881,172,0,0,114,66463,21.61
BUENOS AIRES,HURLINGHAM,WILLIAM C. MORRIS,0,21,0,14,0,0,0,392,51471,21.61
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,148,27488,114,24898,667,3,0,199,111138,25.57
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ SUR,0,0,0,0,0,0,0,30,23264,25.32
BUENOS AIRES,ITUZAINGÓ,VILLA GOBERNADOR UDAONDO,10,9033,9,3547,276,0,0,378,33422,25.25
BUENOS AIRES,JOSÉ C. PAZ,DEL VISO,0,278,0,0,3,0,0,0,6873,36.49
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,1282,30382,82,19351,2139,2,0,117,250301,32.45
BUENOS AIRES,JOSÉ C. PAZ,TORTUGUITAS,0,1882,0,0,57,0,0,0,8806,34.56
BUENOS AIRES,JUNÍN,AGUSTÍN ROCA,0,0,0,89,0,0,0,210,331,223.82
BUENOS AIRES,JUNÍN,AGUSTINA,0,0,0,8,0,0,0,0,155,242.61
BUENOS AIRES,JUNÍN,BALNEARIO LAGUNA DE GÓMEZ,0,0,0,0,0,0,0,4,230,237.73
BUENOS AIRES,JUNÍN,FORTÍN TIBURCIO,0,0,0,0,0,0,0,72,257,249.6
BUENOS AIRES,JUNÍN,JUNÍN,2637,18504,84,4969,3,1,0,7694,87509,231.14
BUENOS AIRES,JUNÍN,LAPLACETTE,0,0,0,1,0,0,16,0,22,250.53
BUENOS AIRES,JUNÍN,MORSE,0,57,0,254,0,0,0,117,563,222.23
BUENOS AIRES,JUNÍN,SAFORCADA,0,0,0,0,1,0,0,75,431,242.82
BUENOS AIRES,LA COSTA,LAS TONINAS,365,1076,1,68,401,0,0,26,5278,263.79
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,1349,4326,28,9065,1041,0,0,1,28466,282.66
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,1422,3551,3,4943,1172,0,0,40,12126,250.59
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,2329,7654,13,917,2,0,0,201,23581,268.21
BUENOS AIRES,LA COSTA,AGUAS VERDES,28,0,0,141,0,0,0,1,0,279.16
BUENOS AIRES,LA COSTA,LUCILA DEL MAR,101,943,0,1471,205,0,0,1,0,280.52
BUENOS AIRES,LA MATANZA,20 DE JUNIO,4,756,2,1113,20,0,0,2,1171,35.78
BUENOS AIRES,LA MATANZA,ALDO BONZI,1,2898,0,0,82,0,0,2,18965,17.49
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,40,10650,26,3582,350,0,0,108,97087,19.76
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,12,30097,25,14226,814,7,0,1432,233988,29.75
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,18,27705,14,19816,693,0,0,1469,248439,24.73
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,25,22344,30,28971,628,0,0,261,192465,21.45
BUENOS AIRES,LA MATANZA,LA TABLADA,36,15251,2,896,466,0,0,972,113689,15.73
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,51,12336,8,1305,366,0,0,66,74065,14.38
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,12,15110,10,9096,408,0,0,278,147069,24.21
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,518,37837,79,9234,752,2,0,20,139369,15.25
BUENOS AIRES,LA MATANZA,SAN JUSTO,131,25374,98,16033,791,1,0,879,148882,18.06
BUENOS AIRES,LA MATANZA,TAPIALES,233,3897,25,9651,1574,1,0,2,21437,16.61
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,4,16802,1,1,424,0,0,115,104585,19.18
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,4526,21833,0,235,732,0,0,348,127171,38.81
BUENOS AIRES,LA PLATA,ABASTO,0,682,0,5820,14,0,0,10,0,56.06
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,0,761,0,0,13,0,0,11,0,58.46
BUENOS AIRES,LA PLATA,ARTURO SEGUI,0,222,0,0,0,0,0,0,0,44.07
BUENOS AIRES,LA PLATA,BARRIO EL PELIGRO,213,0,0,189,0,0,0,0,0,46.29
BUENOS AIRES,LA PLATA,CITY BELL,0,12782,0,1790,177,0,0,145,0,48.24
BUENOS AIRES,LA PLATA,IGNACIO CORREAS,0,0,0,0,2,0,0,46,108,73.57
BUENOS AIRES,LA PLATA,JOAQUIN GORINA,0,841,0,210,0,0,0,0,0,50.55
BUENOS AIRES,LA PLATA,JOSE HERNANDEZ,0,33,0,40,0,0,0,0,0,51.9
BUENOS AIRES,LA PLATA,JOSE MELCHOR ROMERO,0,957,0,0,21,0,0,10,0,54.33
BUENOS AIRES,LA PLATA,LA CUMBRE,0,0,0,0,0,0,0,145,0,54.66
BUENOS AIRES,LA PLATA,LA PLATA,7362,136126,517,54565,2651,9,0,3908,207620,57.61
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,0,2990,0,14,73,0,0,10,0,58.46
BUENOS AIRES,LA PLATA,LOS HORNOS,0,3653,0,1454,105,0,0,145,0,59.77
BUENOS AIRES,LA PLATA,MANUEL B GONNET,0,12399,0,1109,127,0,0,0,0,50.32
BUENOS AIRES,LA PLATA,RINGUELET,0,3908,0,410,52,0,0,0,0,52.87
BUENOS AIRES,LA PLATA,TOLOSA,0,13459,0,1082,178,0,0,0,0,54.22
BUENOS AIRES,LA PLATA,VILLA ELISA,0,5572,0,417,474,0,0,145,0,45.38
BUENOS AIRES,LA PLATA,VILLA ELVIRA,0,4942,0,554,139,0,0,145,0,61.29
BUENOS AIRES,LA PLATA,RUTA DEL SOL,89,0,0,81,0,0,0,0,2312,47.0
BUENOS AIRES,LA PLATA,EL RETIRO,0,0,0,1,0,0,0,0,0,56.97
BUENOS AIRES,LA PLATA,TRANSRADIO,0,0,0,0,0,1,0,0,0,46.05
BUENOS AIRES,LA PLATA,ARANA,0,0,0,0,0,0,0,96,0,70.47
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,0,0,0,0,0,0,0,145,0,71.09
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,0,0,0,0,0,0,0,145,0,68.1
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,0,0,0,0,0,0,0,145,0,71.18
BUENOS AIRES,LA PLATA,BARRIO GAMBIER,0,0,0,0,0,0,0,145,0,56.8
BUENOS AIRES,LA PLATA,VILLA MONTORO,0,0,0,0,0,0,0,145,0,64.28
BUENOS AIRES,LA PLATA,COUNTRY CLUB EL RODEO,0,0,0,189,0,0,0,0,262,61.87
BUENOS AIRES,LANÚS,GERLI,7,5916,14,6439,96,0,0,0,33704,13.49
BUENOS AIRES,LANÚS,LANÚS ESTE,239,26720,78,16896,208,1,0,264,55952,15.9
BUENOS AIRES,LANÚS,LANÚS OESTE,0,12134,1,16197,435,0,0,364,159094,13.56
BUENOS AIRES,LANÚS,MONTE CHINGOLO,9,10744,43,18381,273,0,0,0,86220,18.41
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,15,13538,19,6808,232,0,0,344,82576,16.82
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,63,7096,75,13245,105,0,0,2,41716,10.94
BUENOS AIRES,LAPRIDA,LAPRIDA,0,22,0,2793,0,0,0,0,8840,393.44
BUENOS AIRES,LAPRIDA,PUEBLO NUEVO,0,0,0,0,0,0,0,8,36,379.16
BUENOS AIRES,LAPRIDA,PUEBLO SAN JORGE,0,0,0,0,0,0,0,117,248,373.51
BUENOS AIRES,LAS FLORES,LAS FLORES,1411,0,0,3576,0,0,0,791,21455,171.69
BUENOS AIRES,LAS FLORES,CORONEL BOERR,0,0,0,0,0,0,0,3,15,163.01
BUENOS AIRES,LAS FLORES,EL TRIGO,0,0,0,1,0,0,0,3,43,170.66
BUENOS AIRES,LAS FLORES,PARDO,0,0,0,0,0,0,0,4,159,204.42
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,2,0,0,0,2,0,0,2,318,313.91
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,0,0,0,4,0,1,0,108,318,289.33
BUENOS AIRES,LEANDRO N. ALEM,FORTÍN ACHA,0,0,0,0,0,0,0,39,103,284.73
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,0,185,0,0,0,0,0,65,2468,271.93
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,814,0,1,11,0,1,0,1167,8827,286.16
BUENOS AIRES,LINCOLN,BAYAUCA,0,0,0,0,1,0,0,43,541,264.09
BUENOS AIRES,LINCOLN,EL TRIUNFO,0,0,1,10,0,0,0,0,1543,288.1
BUENOS AIRES,LINCOLN,LAS TOSCAS,330,0,0,0,0,0,0,0,485,320.53
BUENOS AIRES,LINCOLN,LINCOLN,703,9224,38,64,1,0,0,0,28051,285.8
BUENOS AIRES,LINCOLN,PASTEUR,0,0,0,0,0,2,0,461,1962,354.33
BUENOS AIRES,LINCOLN,ROBERTS,0,0,1,699,0,0,0,0,2982,329.87
BUENOS AIRES,LINCOLN,ARENAZA,0,0,0,293,0,0,0,0,1328,309.36
BUENOS AIRES,LINCOLN,CARLOS SALAS,0,0,0,0,0,0,0,123,234,337.89
BUENOS AIRES,LOBERÍA,LOBERÍA,634,0,5,1497,15,1,0,701,13005,400.62
BUENOS AIRES,LOBERÍA,SAN MANUEL,0,0,0,377,0,0,0,139,1126,359.56
BUENOS AIRES,LOBERÍA,PIERES,0,0,0,0,0,0,0,14,36,425.58
BUENOS AIRES,LOBERÍA,LICENCIADO MATIENZO,0,0,0,0,0,0,0,21,76,373.5
BUENOS AIRES,LOBOS,ANTONIO CARBONI,2,0,1,122,156,0,0,101,295,109.44
BUENOS AIRES,LOBOS,ELVIRA,0,0,0,61,0,0,0,74,133,122.25
BUENOS AIRES,LOBOS,LOBOS,587,1,10,3273,1,0,0,1510,29868,91.66
BUENOS AIRES,LOBOS,SALVADOR MARÍA,87,0,0,446,0,0,0,265,830,105.87
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,163,60922,77,10586,1195,1,0,0,233339,18.31
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,21,7328,32,7259,142,0,0,2,43211,24.56
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,290,35694,109,12989,906,2,0,2348,116615,21.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,10,25548,19,9322,549,2,0,0,116368,21.9
BUENOS AIRES,LOMAS DE ZAMORA,TURDERA,11,2436,20,7031,36,0,0,0,10199,24.04
BUENOS AIRES,LOMAS DE ZAMORA,VILLA CENTENARIO,0,36,0,0,0,0,0,300,51834,17.25
BUENOS AIRES,LOMAS DE ZAMORA,VILLA FIORITO,0,461,0,1,3,0,0,666,44713,14.91
BUENOS AIRES,LUJÁN,BARRIO LAS CASUARINAS,0,0,0,208,0,0,0,25,0,68.47
BUENOS AIRES,LUJÁN,CARLOS KEEN,0,0,0,0,0,0,0,20,557,73.53
BUENOS AIRES,LUJÁN,CORTINES,71,0,0,405,0,0,0,41,0,71.62
BUENOS AIRES,LUJÁN,JOSÉ MARÍA JÁUREGUI (EST. JÁUREGUI),425,1107,0,2647,0,0,0,20,0,69.03
BUENOS AIRES,LUJÁN,LEZICA Y TORREZURI,0,0,0,0,0,0,0,38,0,58.21
BUENOS AIRES,LUJÁN,LUJÁN,1681,13346,36,1155,7,1,0,12917,97363,62.91
BUENOS AIRES,LUJÁN,OLIVERA,0,0,0,5,0,0,0,42,1926,76.28
BUENOS AIRES,LUJÁN,TORRES,99,0,0,0,0,0,0,21,2664,66.62
BUENOS AIRES,MAGDALENA,MAGDALENA,604,0,1,3131,0,0,437,199,11093,100.0
BUENOS AIRES,MAGDALENA,VIEYTES,0,0,0,28,0,0,0,84,287,109.28
BUENOS AIRES,MAIPÚ,LAS ARMAS,90,0,0,0,0,0,0,54,365,284.41
BUENOS AIRES,MAIPÚ,MAIPÚ,518,0,7,0,1100,0,0,20,8883,259.34
BUENOS AIRES,MAIPÚ,SANTO DOMINGO,0,0,0,0,0,1,0,7,95,249.64
BUENOS AIRES,MALVINAS ARGENTINAS,AREA DE PROMOCION EL TRIÁNGULO,101,0,0,110,0,0,0,0,2877,29.2
BUENOS AIRES,MALVINAS ARGENTINAS,GRAND BOURG,477,7233,0,8104,386,0,0,0,94441,29.67
BUENOS AIRES,MALVINAS ARGENTINAS,INGENIERO ADOLFO SOURDEAUX,20,3609,0,2,120,0,0,110,28780,23.4
BUENOS AIRES,MALVINAS ARGENTINAS,INGENIERO PABLO NOGUÉS,25,3258,3,1889,109,0,0,1,42663,27.44
BUENOS AIRES,MALVINAS ARGENTINAS,LOS POLVORINES,126,6998,23,6519,324,1,0,1,59169,26.58
BUENOS AIRES,MALVINAS ARGENTINAS,MALVINAS ARGENTINAS,0,77,0,2,0,1,0,14,408,26.58
BUENOS AIRES,MALVINAS ARGENTINAS,TORTUGUITAS,1040,4315,1,48,7239,0,0,0,45901,32.09
BUENOS AIRES,MALVINAS ARGENTINAS,VILLA DE MAYO,15,3719,3,2684,160,0,0,22,48136,24.7
BUENOS AIRES,MAR CHIQUITA,CORONEL VIDAL,3,1607,0,284,0,0,0,118,6611,326.04
BUENOS AIRES,MAR CHIQUITA,GENERAL PIRÁN,0,0,1,750,0,0,0,44,2934,306.27
BUENOS AIRES,MAR CHIQUITA,LA ARMONÍA,0,0,0,0,0,0,0,101,172,362.86
BUENOS AIRES,MAR CHIQUITA,MAR DE COBO,158,0,1,1439,0,0,0,0,760,366.54
BUENOS AIRES,MAR CHIQUITA,SANTA CLARA DEL MAR,1617,1695,0,1805,0,0,0,558,7713,371.74
BUENOS AIRES,MAR CHIQUITA,VIVORATÁ,0,0,0,15,0,0,0,303,956,350.09
BUENOS AIRES,MAR CHIQUITA,LA CALETA,0,0,0,0,0,0,0,157,0,367.06
BUENOS AIRES,MARCOS PAZ,MARCOS PAZ,1031,8752,10,3954,28,1,0,12,50460,48.44
BUENOS AIRES,MERCEDES,MERCEDES,879,6326,58,4519,0,3,0,1596,56116,92.57
BUENOS AIRES,MERCEDES,GOWLAND,0,0,0,5,0,0,0,101,1738,85.54
BUENOS AIRES,MERCEDES,JORGE BORN,0,0,0,0,0,0,0,5,191,83.23
BUENOS AIRES,MERLO,LIBERTAD,22,12883,12,16136,455,1,0,1763,112806,27.88
BUENOS AIRES,MERLO,MARIANO ACOSTA,1818,8183,0,8676,270,0,0,5,60717,37.76
BUENOS AIRES,MERLO,MERLO,180,40073,66,26686,1157,1,0,1374,274130,31.76
BUENOS AIRES,MERLO,PONTEVEDRA,405,4170,2,2907,81,0,0,1273,37628,32.29
BUENOS AIRES,MERLO,SAN ANTONIO DE PADUA,4,7213,3,6112,151,0,0,460,42377,27.37
BUENOS AIRES,MONTE,ABBOTT,0,0,0,302,0,0,0,18,603,86.14
BUENOS AIRES,MONTE HERMOSO,BALNEARIO SAUCE GRANDE,0,0,0,829,0,0,0,0,118,550.87
BUENOS AIRES,MONTE HERMOSO,MONTE HERMOSO,6,0,0,6158,0,0,0,0,6351,552.98
BUENOS AIRES,MORENO,CUARTEL V,0,1684,3,690,0,0,0,128,45231,36.1
BUENOS AIRES,MORENO,FRANCISCO ALVAREZ,596,5191,10,1170,311,0,0,199,27954,40.22
BUENOS AIRES,MORENO,LA REJA,4,5769,8,2182,698,1,0,150,39685,38.85
BUENOS AIRES,MORENO,MORENO,78,52018,82,19934,844,2,0,577,177572,34.57
BUENOS AIRES,MORENO,PASO DEL REY,0,8000,0,2529,416,3,0,72,49553,30.78
BUENOS AIRES,MORENO,TRUJUI,40,4977,13,13922,206,0,0,110,112511,30.59
BUENOS AIRES,MORÓN,CASTELAR,6,18911,0,11690,359,0,0,99,107962,22.77
BUENOS AIRES,MORÓN,EL PALOMAR,8,9908,4,4558,147,1,0,19,59312,17.1
BUENOS AIRES,MORÓN,HAEDO,107,9997,97,14876,163,0,0,33,39511,17.85
BUENOS AIRES,MORÓN,MORON,522,21597,68,19985,439,3,0,19,96240,20.66
BUENOS AIRES,MORÓN,VILLA SARMIENTO,8,4699,19,5016,64,0,0,91,18082,15.23
BUENOS AIRES,NAVARRO,LAS MARIANAS,0,0,0,0,0,0,0,214,485,112.97
BUENOS AIRES,NAVARRO,NAVARRO,304,1919,2,2094,0,1,0,128,13224,91.53
BUENOS AIRES,NAVARRO,JOSÉ JUAN ALMEYRA,0,0,0,0,0,0,0,99,207,109.43
BUENOS AIRES,NECOCHEA,CLARAZ,0,0,0,0,0,0,0,105,639,376.97
BUENOS AIRES,NECOCHEA,JUAN N. FERNÁNDEZ,525,0,0,0,0,2,0,113,2721,389.33
BUENOS AIRES,NECOCHEA,NECOCHEA - QUEQUÉN,2444,3447,145,16887,29,1,0,3316,84784,445.54
BUENOS AIRES,NECOCHEA,ENERGÍA,0,0,0,0,0,0,0,24,63,450.44
BUENOS AIRES,OLAVARRÍA,HINOJO,9,0,0,118,0,1,0,1,3841,301.42
BUENOS AIRES,OLAVARRÍA,OLAVARRÍA,2675,19985,6,3542,0,5,0,0,89721,309.35
BUENOS AIRES,OLAVARRÍA,SIERRA CHICA,0,569,0,0,0,0,0,0,4812,300.17
BUENOS AIRES,OLAVARRÍA,SIERRAS BAYAS,256,0,1,0,0,0,0,0,3849,307.21
BUENOS AIRES,OLAVARRÍA,VILLA ALFREDO FORTABAT,195,0,0,0,0,0,0,0,3451,315.64
BUENOS AIRES,PATAGONES,BAHÍA SAN BLAS,0,0,1,0,0,0,0,4,611,745.54
BUENOS AIRES,PATAGONES,CARMEN DE PATAGONES,852,0,24,4159,3,1,0,13,20533,799.7
BUENOS AIRES,PATAGONES,JOSÉ B. CASAS,0,0,0,0,1,0,0,5,40,746.18
BUENOS AIRES,PATAGONES,JUAN A. PRADERE,0,84,0,0,1,0,0,4,521,672.79
BUENOS AIRES,PATAGONES,STROEDER,0,0,1,781,1,0,0,16,1998,725.65
BUENOS AIRES,PATAGONES,VILLALONGA,101,0,6,994,0,0,0,147,4517,700.27
BUENOS AIRES,PEHUAJÓ,CHICLANA,0,0,0,0,0,0,0,9,0,328.28
BUENOS AIRES,PEHUAJÓ,FRANCISCO MADERO,0,0,1,0,0,0,0,3,1389,360.31
BUENOS AIRES,PEHUAJÓ,JUAN JOSÉ PASO,0,0,0,28,0,0,0,385,2176,379.5
BUENOS AIRES,PEHUAJÓ,MAGDALA,0,0,0,0,0,0,0,7,195,343.47
BUENOS AIRES,PEHUAJÓ,MONES CAZÓN,0,0,0,0,0,0,0,3,1764,373.4
BUENOS AIRES,PEHUAJÓ,PEHUAJÓ,3701,1,65,2516,1,0,0,265,31533,344.56
BUENOS AIRES,PEHUAJÓ,SAN ESTEBAN,0,0,0,0,0,0,0,3,92,328.28
BUENOS AIRES,PEHUAJÓ,CAPITÁN CASTRO,0,0,0,0,0,0,0,3,49,375.95
BUENOS AIRES,PEHUAJÓ,INOCENCIO SOSA,0,0,0,0,0,0,0,3,31,358.94
BUENOS AIRES,PEHUAJÓ,NUEVA PLATA,0,0,0,0,0,0,0,3,206,342.33
BUENOS AIRES,PELLEGRINI,PELLEGRINI,240,1159,4,0,0,3,0,32,5115,469.22
BUENOS AIRES,PELLEGRINI,BOCAYUVA,0,0,0,1,0,0,0,0,83,459.17
BUENOS AIRES,PERGAMINO,ACEVEDO,115,149,0,0,0,0,0,180,1499,206.78
BUENOS AIRES,PERGAMINO,FONTEZUELA,14,0,0,118,0,0,0,5,365,201.39
BUENOS AIRES,PERGAMINO,GUERRICO,0,61,0,0,0,0,0,55,774,207.73
BUENOS AIRES,PERGAMINO,JUAN A. DE LA PEÑA,0,0,0,0,0,0,0,45,211,206.94
BUENOS AIRES,PERGAMINO,LA VIOLETA,346,0,0,0,0,0,0,0,1041,185.92
BUENOS AIRES,PERGAMINO,MANUEL OCAMPO,0,0,0,448,0,0,0,44,1078,223.74
BUENOS AIRES,PERGAMINO,PERGAMINO,1998,19596,77,2183,0,3,0,2753,91399,211.49
BUENOS AIRES,PERGAMINO,PINZÓN,0,0,0,0,0,0,0,1,393,221.7
BUENOS AIRES,PERGAMINO,RANCAGUA,109,0,0,102,0,0,0,0,695,200.53
BUENOS AIRES,PERGAMINO,VILLA SAN JOSÉ,0,0,0,3,0,0,0,0,145,190.79
BUENOS AIRES,PILA,CASALINS,0,0,0,0,0,0,0,5,66,194.3
BUENOS AIRES,PILA,PILA,0,0,1,23,0,0,0,51,2502,160.75
BUENOS AIRES,PILAR,DEL VISO,15837,3797,0,17,148,0,0,553,41437,37.34
BUENOS AIRES,PILAR,FÁTIMA,270,277,0,2692,17,0,0,1,4923,53.9
BUENOS AIRES,PILAR,LA LONJA,2991,1551,0,224,11,0,0,467,12451,40.81
BUENOS AIRES,PILAR,LOS CACHORROS,0,3938,0,0,214,0,0,0,9009,37.94
BUENOS AIRES,PILAR,MANZANARES,0,997,0,3,120,0,0,3,4379,55.82
BUENOS AIRES,PILAR,MAQUINISTA F. SAVIO (OESTE),0,0,0,0,0,0,0,54,12240,37.64
BUENOS AIRES,PILAR,PILAR,2211,28809,33,14046,1705,4,90,627,86158,47.37
BUENOS AIRES,PILAR,PRESIDENTE DERQUI,1565,6316,0,108,222,0,0,604,50783,39.45
BUENOS AIRES,PILAR,SANTA TERESA,0,0,0,0,0,2,0,0,5324,34.27
BUENOS AIRES,PILAR,TORTUGUITAS,0,0,0,2,0,2,0,3,26024,33.69
BUENOS AIRES,PILAR,VILLA ASTOLFI,0,1651,0,1,55,0,0,9,6735,42.76
BUENOS AIRES,PILAR,VILLA ROSA,300,7371,3,2205,132,0,360,441,23865,43.65
BUENOS AIRES,PILAR,ZELAYA,8,14,0,0,4,0,0,5,3461,49.01
BUENOS AIRES,PINAMAR,PINAMAR,6128,3508,0,18133,1000,3,0,0,25397,312.66
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,20,12572,8,8778,274,0,0,112,80824,39.18
BUENOS AIRES,PUÁN,BORDENAVE,0,0,0,172,0,1,0,159,852,548.31
BUENOS AIRES,PUÁN,DARREGUEIRA,205,946,1,1110,0,0,0,87,5547,548.23
BUENOS AIRES,PUÁN,PUÁN,0,2098,0,1,0,1,0,92,4743,511.11
BUENOS AIRES,PUÁN,VILLA IRIS,0,0,0,672,5,0,0,202,1858,587.4
BUENOS AIRES,PUÁN,SAN GERMÁN,0,0,0,0,0,0,0,53,152,581.2
BUENOS AIRES,PUNTA INDIO,PIPINAS,0,114,0,0,0,0,0,0,954,145.75
BUENOS AIRES,PUNTA INDIO,VERÓNICA,178,816,0,6,0,0,0,0,6546,134.06
BUENOS AIRES,PUNTA INDIO,PUNTA INDIO,0,0,0,0,0,0,0,115,569,133.7
BUENOS AIRES,QUILMES,BERNAL,12,21346,67,10513,398,1,0,0,37547,19.38
BUENOS AIRES,QUILMES,BERNAL OESTE,48,3856,3,1819,28,0,0,0,85959,19.5
BUENOS AIRES,QUILMES,DON BOSCO,0,3038,0,22,72,0,0,0,23458,18.31
BUENOS AIRES,QUILMES,EZPELETA,2,13082,7,3384,318,0,0,319,55274,25.92
BUENOS AIRES,QUILMES,EZPELETA OESTE,2,1514,8,4485,16,0,0,0,26256,25.58
BUENOS AIRES,QUILMES,QUILMES,49,48757,74,13383,1077,2,0,141,125373,23.02
BUENOS AIRES,QUILMES,QUILMES OESTE,44,7763,48,14282,40,0,0,2,133980,22.35
